model,AUC_mean,AUC_se,TPR_mean,TPR_se,FPR_mean,FPR_se,TNR_mean,TNR_se,FNR_mean,FNR_se,Precision_mean,Precision_se,Recall_mean,Recall_se,F1_mean,F1_se
LCM_9.4M,0.9257107529044152,0.0,0.9985057176704334,5.551115123125783e-17,0.14708420384626414,0.0,0.8529157961537359,5.551115123125783e-17,0.0014942823295665808,0.0,0.8720798367246104,0.0,0.9985057176704334,5.551115123125783e-17,0.9308826912589263,0.0
LCM_9.1M_modifiedperm_CI_CR_12_3_synth_230k_sim_34k_pt,0.8935662668943405,0.0,0.9983165683665172,5.551115123125783e-17,0.2111840350004984,0.0,0.7888159649995016,0.0,0.0016834316334827242,0.0,0.825870604083905,0.0,0.9983165683665172,5.551115123125783e-17,0.9037381970576341,5.551115123125783e-17
