model,AUC_mean,AUC_se,TPR_mean,TPR_se,FPR_mean,FPR_se,TNR_mean,TNR_se,FNR_mean,FNR_se,Precision_mean,Precision_se,Recall_mean,Recall_se,F1_mean,F1_se
LCM_100syn_0sim,0.6522912202935673,0.0,0.9140661922986325,5.551115123125783e-17,0.6094837535409785,0.0,0.3905162464590215,0.0,0.08593380770136741,0.0,0.6359208647658016,0.0,0.9140661922986325,5.551115123125783e-17,0.7246820350244012,0.0
LCM_80syn_20sim,0.9039123908281328,5.551115123125783e-17,0.9594462317663714,5.551115123125783e-17,0.15162144384442042,0.0,0.8483785561555797,0.0,0.04055376823362875,0.0,0.8654745716514768,0.0,0.9594462317663714,5.551115123125783e-17,0.9076471827828689,5.551115123125783e-17
LCM_50syn_50sim,0.9205182199478148,5.551115123125783e-17,0.9985438862248591,0.0,0.15750743808641648,0.0,0.8424925619135835,0.0,0.001456113775140956,0.0,0.8653658297365011,0.0,0.9985438862248591,0.0,0.9267483713633006,0.0
LCM_20syn_80sim,0.9224164727330206,5.551115123125783e-17,0.9976225792113521,0.0,0.15278962609520305,0.0,0.847210373904797,5.551115123125783e-17,0.00237742078864785,0.0,0.8684933641480506,5.551115123125783e-17,0.9976225792113521,0.0,0.9281994226023936,5.551115123125783e-17
